signal_1;signal_2
1448382967232;43.9
1448382967303;44.8
1448382967372;43.6
1448382967442;44.8
1448382967512;44.3
1448382967583;43.6
1448382967652;43.7
1448382967722;43.8
1448382967793;44.4
1448382967863;43.7
1448382967932;44.1
1448382967972;43.6
1448382968042;43.5
1448382968122;44.5
1448382968193;43.8
1448382968262;43.5
1448382968332;43.8
1448382968402;44.5
1448382968483;44.2
1448382968563;44.2
1448382968642;43.9
1448382968722;45.1
1448382968792;44.8
1448382968862;44.9
1448382968932;43.9
1448382969002;43.8
1448382969072;43.8
1448382969143;45.0
1448382969222;43.8
1448382969293;44.1
1448382969363;44.2
1448382969433;44.3
1448382969512;44.1
1448382969593;43.9
1448382969662;44.3
1448382969742;43.9
1448382969822;43.7
1448382969893;44.2
1448382969972;44.2
1448382970029;44.6
1448382970112;44.6
1448382970182;44.3
1448382970273;43.9
1448382970362;44.1
1448382970432;44.2
1448382970503;43.9
1448382970572;44.5
1448382970642;43.9
1448382970712;44.4
1448382970792;44.6
1448382970862;45.0
1448382970933;45.5
1448382971012;44.4
1448382971052;45.3
1448382971123;44.3
1448382971191;44.4
1448382971263;44.4
1448382971343;44.2
1448382971412;45.3
1448382971482;45.6
1448382971553;44.8
1448382971622;44.6
1448382971692;45.1
1448382971762;45.2
1448382971831;44.6
1448382971902;44.8
1448382971972;44.3
1448382972042;45.3
1448382972072;45.0
1448382972143;45.3
1448382972222;45.6
1448382972292;44.4
1448382972372;45.2
1448382972442;45.6
1448382972513;45.2
1448382972592;44.5
1448382972662;44.8
1448382972732;44.5
1448382972812;45.3
1448382972883;44.6
1448382972952;45.3
1448382973031;44.6
1448382973112;45.0
1448382973182;45.3
1448382973252;45.0
1448382973322;44.6
1448382973402;45.1
1448382973482;44.9
1448382973552;44.6
1448382973622;44.5
1448382973692;45.5
1448382973762;45.3
1448382973832;44.8
1448382973902;44.5
1448382973973;44.6
1448382974052;45.3
1448382974122;45.3
1448382974192;45.0
1448382974262;44.6
1448382974333;45.6
1448382974402;45.0
1448382974472;44.6
1448382974556;45.8
1448382974581;45.0
1448382974611;44.9
1448382974692;45.0
1448382974792;45.2
1448382974863;45.0
1448382974942;45.0
1448382975012;44.4
1448382975092;44.8
1448382975163;44.3
1448382975232;45.1
1448382975302;43.8
1448382975372;44.3
1448382975442;43.6
1448382975512;43.8
1448382975582;43.9
1448382975652;43.9
1448382975721;44.5
1448382975793;44.1
1448382975882;43.1
1448382975962;43.6
1448382976031;43.1
1448382976102;43.7
1448382976172;43.6
1448382976242;43.8
1448382976312;42.9
1448382976383;42.8
1448382976452;42.6
1448382976522;42.9
1448382976603;43.4
1448382976673;43.6
1448382976742;43.0
1448382976822;42.3
1448382976892;42.6
1448382976963;43.4
1448382977042;42.1
1448382977123;43.2
1448382977202;41.8
1448382977272;42.5
1448382977312;41.8
1448382977341;41.8
1448382977382;42.3
1448382977452;41.7
1448382977522;41.5
1448382977562;41.9
1448382977591;41.5
1448382977632;41.7
1448382977702;41.8
1448382977782;41.7
1448382977861;41.5
1448382977932;41.9
1448382978002;41.9
1448382978072;41.6
1448382978142;41.5
1448382978212;41.2
1448382978282;41.1
1448382978362;42.3
1448382978432;41.6
1448382978511;41.0
1448382978593;40.9
1448382978662;41.0
1448382978732;41.0
1448382978813;41.2
1448382978902;41.2
1448382978973;41.0
1448382979042;40.6
1448382979112;41.0
1448382979182;41.0
1448382979252;41.1
1448382979322;40.8
1448382979392;40.4
1448382979472;40.4
1448382979552;40.2
1448382979622;40.9
1448382979693;40.8
1448382979772;40.2
1448382979852;40.5
1448382979921;39.8
1448382979992;39.8
1448382980062;39.9
1448382980112;39.6
1448382980182;40.1
1448382980262;39.9
1448382980332;39.8
1448382980402;39.7
1448382980473;39.6
1448382980542;40.7
1448382980612;39.6
1448382980682;39.6
1448382980752;40.6
1448382980822;40.5
1448382980893;39.7
1448382980973;39.9
1448382981042;39.6
1448382981113;40.1
1448382981182;39.5
1448382981252;40.3
1448382981282;39.4
1448382981311;39.3
1448382981352;39.2
1448382981422;39.3
1448382981493;39.1
1448382981562;39.1
1448382981632;39.9
1448382981672;39.2
1448382981752;39.2
1448382981842;39.1
1448382981932;39.0
1448382982023;39.5
1448382982092;39.4
1448382982162;39.7
1448382982233;39.8
1448382982312;39.0
1448382982392;38.9
1448382982462;39.4
1448382982543;39.2
1448382982633;39.3
1448382982722;39.2
1448382982812;38.8
1448382982882;38.7
1448382982952;39.1
1448382983023;39.6
1448382983093;38.5
1448382983162;38.8
1448382983241;38.7
1448382983312;38.5
1448382983382;38.8
1448382983452;39.1
1448382983523;38.6
1448382983593;38.5
1448382983662;38.8
1448382983732;38.4
1448382983802;38.5
1448382983872;39.2
1448382983942;38.7
1448382984023;39.0
1448382984093;38.9
1448382984163;38.3
1448382984232;38.5
1448382984302;38.8
1448382984342;38.3
1448382984412;39.0
1448382984491;38.7
1448382984562;38.2
1448382984632;38.2
1448382984703;38.5
1448382984782;38.3
1448382984863;38.7
1448382984943;37.9
1448382985022;38.1
1448382985092;38.2
1448382985162;39.1
1448382985232;38.2
1448382985312;38.1
1448382985382;38.7
1448382985472;38.7
1448382985553;37.9
1448382985622;38.2
1448382985702;38.0
1448382985772;37.8
1448382985842;38.7
1448382985932;38.1
1448382986012;38.2
1448382986082;38.8
1448382986152;38.4
1448382986222;38.2
1448382986302;38.5
1448382986372;38.0
1448382986441;37.6
1448382986512;38.7
1448382986592;38.5
1448382986672;37.7
1448382986743;37.4
1448382986812;37.4
1448382986882;38.1
1448382986952;38.4
1448382987023;37.6
1448382987092;37.7
1448382987162;37.8
1448382987232;37.7
1448382987302;37.3
1448382987371;37.8
1448382987412;37.8
1448382987483;37.4
1448382987553;37.4
1448382987622;37.3
1448382987693;37.6
1448382987762;37.0
1448382987842;37.1
1448382987922;37.7
1448382987992;38.0
1448382988063;37.2
1448382988143;37.1
1448382988211;38.2
1448382988283;37.0
1448382988362;37.0
1448382988432;38.0
1448382988502;37.0
1448382988542;37.4
1448382988570;37.3
1448382988612;37.4
1448382988682;36.9
1448382988752;37.0
1448382988822;37.1
1448382988891;38.0
1448382988972;37.0
1448382989057;37.1
1448382989123;36.5
1448382989192;36.6
1448382989262;36.6
1448382989331;36.7
1448382989412;36.7
1448382989452;37.2
1448382989522;36.6
1448382989593;36.7
1448382989662;37.3
1448382989732;36.8
1448382989802;36.3
1448382989883;36.5
1448382989962;36.7
1448382990042;36.6
1448382990122;36.9
1448382990192;36.9
1448382990263;37.3
1448382990332;36.6
1448382990412;37.0
1448382990492;36.3
1448382990562;36.7
1448382990632;36.2
1448382990712;36.2
1448382990792;36.2
1448382990862;36.6
1448382990942;37.1
1448382991013;36.7
1448382991082;37.1
1448382991152;37.0
1448382991233;36.3
1448382991312;36.1
1448382991382;36.4
1448382991451;36.8
1448382991523;36.2
1448382991592;35.8
1448382991662;37.1
1448382991732;36.4
1448382991802;35.9
1448382991872;36.1
1448382991942;36.0
1448382992022;36.5
1448382992102;36.2
1448382992182;36.6
1448382992262;36.1
1448382992342;36.7
1448382992412;36.5
1448382992482;35.8
1448382992522;36.3
1448382992546;36.6
1448382992623;36.2
1448382992722;36.0
1448382992793;36.2
1448382992862;36.0
1448382992932;35.8
1448382993002;36.1
1448382993072;36.8
1448382993153;36.0
1448382993232;35.8
1448382993312;35.7
1448382993392;35.9
1448382993462;36.1
1448382993542;35.9
1448382993573;35.5
1448382993642;35.8
1448382993722;36.0
1448382993792;36.2
1448382993872;36.5
1448382993953;35.5
1448382994022;36.0
1448382994092;35.4
1448382994162;35.7
1448382994232;36.3
1448382994302;35.4
1448382994373;35.7
1448382994442;35.5
1448382994522;35.8
1448382994603;35.4
1448382994672;35.8
1448382994752;36.2
1448382994842;35.3
1448382994922;35.8
1448382994993;35.7
1448382995073;35.4
1448382995142;35.2
1448382995222;35.3
1448382995302;35.7
1448382995372;36.0
1448382995453;35.5
1448382995532;35.5
1448382995602;36.0
1448382995642;35.2
1448382995713;35.2
1448382995792;35.4
1448382995872;35.6
1448382995942;35.3
1448382996012;36.0
1448382996082;34.8
1448382996152;35.7
1448382996232;35.5
1448382996312;34.7
1448382996382;34.9
1448382996452;34.8
1448382996532;35.2
1448382996602;35.2
1448382996642;35.2
1448382996722;35.3
1448382996802;35.4
1448382996872;35.4
1448382996952;34.5
1448382997032;34.7
1448382997112;34.8
1448382997182;34.7
1448382997252;34.7
1448382997322;34.6
1448382997392;35.0
1448382997462;35.2
1448382997533;34.8
1448382997602;34.5
1448382997673;35.4
1448382997752;34.6
1448382997822;35.2
1448382997892;34.4
1448382997973;34.5
1448382998052;34.9
1448382998122;35.3
1448382998192;34.3
1448382998271;34.3
1448382998342;35.2
1448382998413;34.2
1448382998482;34.5
1448382998552;35.2
1448382998632;34.4
1448382998702;34.3
1448382998782;34.2
1448382998862;34.4
1448382998942;34.5
1448382999012;34.6
1448382999082;35.0
1448382999162;34.4
1448382999232;34.5
1448382999302;35.0
1448382999372;33.9
1448382999452;34.2
1448382999522;34.9
1448382999592;34.5
1448382999663;34.3
1448382999702;34.2
1448382999772;34.2
1448382999852;34.8
1448382999922;34.5
1448382999992;34.0
1448383000062;33.8
1448383000132;33.9
1448383000202;33.9
1448383000273;33.8
1448383000342;34.1
1448383000413;34.2
1448383000493;34.1
1448383000572;33.9
1448383000643;34.3
1448383000712;33.7
1448383000753;34.2
1448383000821;34.1
1448383000893;33.7
1448383000963;33.7
1448383001032;33.6
1448383001102;33.5
1448383001182;34.0
1448383001253;33.7
1448383001322;33.6
1448383001403;33.8
1448383001472;33.7
1448383001543;33.9
1448383001622;33.5
1448383001712;33.6
1448383001783;33.9
1448383001852;33.6
1448383001922;33.5
1448383002002;33.3
1448383002072;34.1
1448383002152;33.8
1448383002232;34.2
1448383002312;33.6
1448383002393;33.2
1448383002462;33.3
1448383002532;33.7
1448383002602;33.1
1448383002682;33.3
1448383002762;33.8
1448383002802;33.3
1448383002873;33.1
1448383002962;33.2
1448383003042;34.0
1448383003112;33.5
1448383003182;33.8
1448383003252;33.1
1448383003332;33.6
1448383003402;33.6
1448383003472;33.1
1448383003552;34.1
1448383003622;33.2
1448383003692;33.0
1448383003762;33.1
1448383003833;33.3
1448383003903;33.0
1448383003972;33.9
1448383004052;33.9
1448383004122;33.6
1448383004192;32.8
1448383004272;33.3
1448383004342;32.9
1448383004412;33.1
1448383004492;32.9
1448383004572;32.8
1448383004643;32.9
1448383004713;33.0
1448383004783;33.8
1448383004852;33.2
1448383004933;33.4
1448383005002;32.6
1448383005072;33.0
1448383005152;33.2
1448383005222;33.1
1448383005312;33.5
1448383005392;33.2
1448383005461;32.8
1448383005534;33.2
1448383005612;32.6
1448383005693;32.8
1448383005773;33.1
1448383005852;32.8
1448383005922;33.1
1448383006002;32.9
1448383006072;33.0
1448383006142;32.6
1448383006212;33.1
1448383006282;32.8
1448383006352;33.1
1448383006423;33.0
1448383006492;33.4
1448383006573;32.6
1448383006652;33.2
1448383006722;32.6
1448383006803;33.1
1448383006873;32.8
1448383006943;33.2
1448383007013;32.9
1448383007082;32.8
1448383007162;32.6
1448383007232;33.1
1448383007303;32.7
1448383007372;32.8
1448383007411;33.1
1448383007440;33.5
1448383007482;33.6
1448383007552;33.0
1448383007633;32.8
1448383007702;32.4
1448383007773;33.0
1448383007842;32.6
1448383007883;32.8
1448383007908;32.4
1448383007972;32.6
1448383008052;32.6
1448383008122;32.3
1448383008192;32.5
1448383008262;33.0
1448383008333;32.4
1448383008401;32.4
1448383008482;32.2
1448383008563;32.4
1448383008633;32.6
1448383008702;32.4
1448383008772;32.2
1448383008842;32.5
1448383008912;32.8
1448383008982;32.5
1448383009053;32.6
1448383009122;32.4
1448383009192;33.0
1448383009262;32.0
1448383009343;32.9
1448383009422;32.4
1448383009502;32.4
1448383009583;32.1
1448383009652;32.0
1448383009722;32.3
1448383009793;32.4
1448383009862;31.8
1448383009932;32.7
1448383010002;32.0
1448383010072;32.4
1448383010142;32.4
1448383010212;31.9
1448383010282;32.5
1448383010352;31.8
1448383010422;31.9
1448383010493;32.3
1448383010562;31.9
1448383010632;32.2
1448383010702;32.0
1448383010782;32.0
1448383010852;32.1
1448383010922;32.4
1448383010952;32.3
1448383011022;32.5
1448383011131;31.9
1448383011222;32.1
1448383011302;32.1
1448383011382;32.3
1448383011452;32.3
1448383011533;31.9
1448383011603;32.2
1448383011672;32.8
1448383011742;32.2
1448383011812;32.0
1448383011893;32.1
1448383011972;32.3
1448383012052;32.4
1448383012092;32.2
1448383012162;31.7
1448383012243;32.6
1448383012311;31.9
1448383012382;32.0
1448383012453;31.6
1448383012522;32.7
1448383012602;31.8
1448383012671;31.9
1448383012743;32.3
1448383012812;32.6
1448383012892;32.1
1448383012972;31.7
1448383013042;32.5
1448383013112;31.9
1448383013182;32.0
1448383013263;32.4
1448383013332;32.1
1448383013402;31.4
1448383013482;31.6
1448383013552;31.4
1448383013632;31.7
1448383013712;32.0
1448383013782;31.7
1448383013862;31.6
1448383013942;31.6
1448383014012;31.6
1448383014092;31.8
1448383014162;31.9
1448383014232;31.8
1448383014312;31.6
1448383014382;31.4
1448383014462;31.9
1448383014553;31.5
1448383014632;31.4
1448383014702;32.2
1448383014772;31.2
1448383014842;31.9
1448383014912;31.7
1448383014993;31.2
1448383015032;31.8
1448383015102;31.3
1448383015172;31.7
1448383015242;31.2
1448383015312;31.2
1448383015382;32.2
1448383015452;31.5
1448383015522;31.5
1448383015602;31.6
1448383015673;31.3
1448383015742;31.6
1448383015822;31.5
1448383015902;31.5
1448383015991;31.1
1448383016072;31.5
1448383016142;31.4
1448383016222;31.5
1448383016292;31.8
1448383016362;31.6
1448383016442;31.4
1448383016522;31.8
1448383016592;31.2
1448383016662;31.2
1448383016742;30.9
1448383016823;31.2
1448383016903;31.0
1448383016982;31.5
1448383017072;31.2
1448383017102;31.1
1448383017182;31.8
1448383017272;31.2
1448383017342;31.8
1448383017412;31.7
1448383017483;31.0
1448383017553;31.4
1448383017622;31.3
1448383017692;30.8
1448383017762;31.0
1448383017832;31.0
1448383017902;31.0
1448383017973;31.6
1448383018042;31.6
1448383018112;30.7
1448383018182;30.8
1448383018252;31.1
1448383018321;31.4
1448383018403;30.8
1448383018482;31.1
1448383018562;31.2
1448383018632;31.3
1448383018702;31.6
1448383018782;31.3
1448383018862;31.1
1448383018943;31.0
1448383019012;31.3
1448383019052;30.8
1448383019132;31.5
1448383019162;30.9
1448383019232;30.8
1448383019312;31.1
1448383019382;31.5
1448383019452;31.2
1448383019522;31.3
1448383019602;31.2
1448383019683;31.4
1448383019752;30.8
1448383019822;30.7
1448383019913;31.1
1448383019992;30.9
1448383020073;31.4
1448383020152;30.6
1448383020192;31.6
1448383020272;30.7
1448383020352;31.4
1448383020422;31.0
1448383020493;31.1
1448383020562;31.3
1448383020632;30.6
1448383020702;30.6
1448383020783;31.1
1448383020862;30.5
1448383020942;31.4
1448383021012;30.6
1448383021082;30.3
1448383021153;30.4
1448383021221;30.4
1448383021292;30.4
1448383021362;31.2
1448383021432;30.9
1448383021503;30.4
1448383021572;30.6
1448383021652;30.4
1448383021733;31.0
1448383021812;30.5
1448383021881;31.1
1448383021952;30.1
1448383022022;30.6
1448383022092;30.6
1448383022162;30.2
1448383022232;30.5
1448383022272;30.5
1448383022322;30.4
1448383022392;30.8
1448383022484;30.4
1448383022552;30.7
1448383022622;30.9
1448383022691;30.6
1448383022732;30.4
1448383022762;30.3
1448383022802;30.3
1448383022872;30.3
1448383022942;30.9
1448383023012;30.3
1448383023092;30.6
1448383023171;30.8
1448383023242;31.0
1448383023283;30.3
1448383023363;30.1
1448383023442;30.6
1448383023512;30.2
1448383023592;30.0
1448383023662;31.1
1448383023733;30.1
1448383023802;30.5
1448383023872;30.8
1448383023941;30.5
1448383024012;30.2
1448383024082;30.2
1448383024152;30.9
1448383024232;30.4
1448383024302;30.0
1448383024372;31.1
1448383024442;30.3
1448383024522;30.0
1448383024603;30.3
1448383024682;30.3
1448383024772;30.4
1448383024842;30.1
1448383024912;30.1
1448383024993;30.3
1448383025063;30.7
1448383025141;30.1
1448383025212;30.9
1448383025282;30.0
1448383025322;30.1
1448383025392;30.2
1448383025472;30.0
1448383025551;29.9
1448383025632;30.0
1448383025702;30.3
1448383025772;30.7
1448383025842;29.8
1448383025922;30.0
1448383026003;30.5
1448383026082;30.2
1448383026151;30.4
1448383026202;30.0
1448383026272;30.0
1448383026352;29.9
1448383026422;30.0
1448383026492;30.3
1448383026562;30.3
1448383026643;29.9
1448383026722;30.0
1448383026803;29.8
1448383026873;30.6
1448383026942;29.9
1448383027022;30.1
1448383027092;30.0
1448383027161;30.7
1448383027232;30.4
1448383027302;30.1
1448383027372;30.1
1448383027442;29.8
1448383027512;29.9
1448383027592;29.9
1448383027662;29.8
1448383027732;29.8
1448383027802;29.6
1448383027872;29.6
1448383027942;30.0
1448383028012;30.4
1448383028092;29.8
1448383028172;29.8
1448383028252;29.6
1448383028332;29.6
1448383028402;30.0
1448383028482;29.9
1448383028553;29.8
1448383028622;29.8
1448383028692;30.7
1448383028762;30.0
1448383028843;29.8
1448383028912;29.7
1448383028982;30.1
1448383029062;30.0
1448383029132;30.1
1448383029203;29.9
1448383029272;29.8
1448383029311;29.5
1448383029340;30.5
1448383029382;29.9
1448383029407;29.8
1448383029472;30.5
1448383029552;30.1
1448383029642;29.7
1448383029732;29.5
1448383029802;30.1
1448383029872;29.5
1448383029942;29.8
1448383030022;29.9
1448383030092;30.5
1448383030162;30.1
1448383030233;30.0
1448383030303;29.6
1448383030372;29.9
1448383030442;29.5
1448383030512;30.1
1448383030582;29.8
1448383030652;29.9
1448383030722;29.7
1448383030802;29.8
1448383030892;29.6
1448383030962;29.9
1448383031032;29.4
1448383031103;30.4
1448383031172;29.5
1448383031242;29.4
1448383031312;29.6
1448383031402;29.4
1448383031492;29.8
1448383031572;29.4
1448383031642;29.3
1448383031722;29.8
1448383031812;30.4
1448383031892;29.4
1448383031962;29.5
1448383032042;30.4
1448383032122;29.3
1448383032202;30.0
1448383032272;29.8
1448383032342;29.5
1448383032412;29.5
1448383032482;29.4
1448383032552;29.4
1448383032622;30.2
1448383032692;29.5
1448383032772;29.4
1448383032853;29.8
1448383032921;29.2
1448383032992;29.4
1448383033062;29.7
1448383033132;29.4
1448383033202;30.1
1448383033272;29.3
1448383033343;29.4
1448383033422;29.7
1448383033491;29.6
1448383033562;29.3
1448383033642;29.0
1448383033712;29.2
1448383033792;29.2
1448383033862;29.2
1448383033912;29.5
1448383033982;29.2
1448383034063;29.0
1448383034132;29.5
1448383034212;30.0
1448383034292;29.5
1448383034331;29.9
1448383034403;29.0
1448383034492;29.2
1448383034532;29.2
1448383034603;29.9
1448383034682;29.0
1448383034762;30.2
1448383034833;29.7
1448383034902;30.0
1448383034972;29.6
1448383035012;29.9
1448383035082;30.5
1448383035163;29.9
1448383035243;30.7
1448383035322;30.0
1448383035392;30.1
1448383035462;30.8
1448383035532;30.1
1448383035613;30.2
1448383035692;30.1
1448383035762;30.9
1448383035832;30.4
1448383035913;30.6
1448383035983;30.6
1448383036052;31.2
1448383036123;31.0
1448383036192;31.1
1448383036262;30.9
1448383036331;31.2
1448383036402;31.1
1448383036472;31.0
1448383036542;31.0
1448383036612;30.7
1448383036682;30.8
1448383036752;30.9
1448383036832;31.8
1448383036902;31.7
1448383036942;31.1
1448383036971;31.1
1448383037012;31.4
1448383037082;31.1
1448383037162;31.2
1448383037231;31.2
1448383037302;31.5
1448383037382;31.2
1448383037463;31.4
1448383037532;31.9
1448383037602;31.5
1448383037702;31.9
1448383037782;32.0
1448383037852;31.4
1448383037922;31.5
1448383037993;31.7
1448383038082;31.8
1448383038178;31.5
1448383038252;31.4
1448383038322;31.5
1448383038393;31.6
1448383038463;32.2
1448383038532;32.0
1448383038603;32.5
1448383038672;32.6
1448383038742;31.6
1448383038812;31.8
1448383038882;31.8
1448383038952;32.2
1448383039022;32.0
1448383039102;32.0
1448383039172;32.0
1448383039242;32.6
1448383039312;32.1
1448383039382;32.3
1448383039452;32.3
1448383039522;32.4
1448383039602;32.3
1448383039683;32.1
1448383039753;32.4
1448383039822;32.3
1448383039892;32.4
1448383039962;32.2
1448383040042;32.8
1448383040123;32.4
1448383040192;32.9
1448383040263;32.9
1448383040332;33.0
1448383040402;33.0
1448383040482;32.8
1448383040552;32.9
1448383040621;32.8
1448383040652;33.0
1448383040722;32.8
1448383040802;32.8
1448383040872;33.3
1448383040952;32.5
1448383041032;32.8
1448383041113;33.3
1448383041182;33.2
1448383041251;33.0
1448383041332;33.2
1448383041402;33.1
1448383041442;32.9
1448383041471;33.6
1448383041512;33.6
1448383041582;33.6
1448383041652;33.2
1448383041722;32.9
1448383041793;33.3
1448383041862;33.4
1448383041942;33.3
1448383042012;33.1
1448383042083;33.8
1448383042162;33.2
1448383042238;33.4
1448383042302;33.8
1448383042372;33.7
1448383042442;33.5
1448383042512;33.3
1448383042592;33.9
1448383042662;33.2
1448383042732;34.0
1448383042813;34.1
1448383042892;33.8
1448383042962;33.4
1448383043042;33.7
1448383043122;33.6
1448383043192;33.7
1448383043261;33.5
1448383043332;33.3
1448383043422;33.6
1448383043512;33.5
1448383043582;34.0
1448383043652;34.0
1448383043722;33.9
1448383043813;33.8
1448383043882;33.6
1448383043952;33.7
1448383044022;34.0
1448383044091;34.5
1448383044162;33.8
1448383044232;34.6
1448383044303;33.8
1448383044383;34.4
1448383044452;34.1
1448383044532;34.7
1448383044622;34.0
1448383044702;34.1
1448383044742;34.0
1448383044812;34.6
1448383044893;34.3
1448383044962;34.7
1448383045032;34.1
1448383045113;34.0
1448383045183;34.5
1448383045262;34.7
1448383045342;34.3
1448383045412;34.4
1448383045481;34.1
1448383045552;35.2
1448383045622;34.9
1448383045692;34.1
1448383045763;34.7
1448383045842;35.3
1448383045913;34.7
1448383045982;34.9
1448383046052;34.5
1448383046122;34.9
1448383046192;34.7
1448383046261;34.9
1448383046331;34.4
1448383046402;34.4
1448383046472;35.3
1448383046542;34.8
1448383046612;34.9
1448383046681;34.6
1448383046753;35.6
1448383046783;34.6
1448383046853;35.2
1448383046932;34.7
1448383047003;34.8
1448383047083;35.7
1448383047163;35.7
1448383047241;35.0
1448383047312;34.8
1448383047382;35.5
1448383047451;35.8
1448383047522;34.9
1448383047592;35.1
1448383047663;35.7
1448383047733;34.9
1448383047802;35.1
1448383047882;35.4
1448383047952;35.8
1448383048031;35.8
1448383048102;35.2
1448383048172;35.1
1448383048253;35.5
1448383048322;35.5
1448383048392;35.2
1448383048472;35.5
1448383048542;35.2
1448383048582;35.8
1448383048609;35.2
1448383048653;35.6
1448383048723;35.5
1448383048792;35.4
1448383048832;35.7
1448383048912;35.2
1448383048992;36.3
1448383049072;35.6
1448383049152;35.7
1448383049222;36.0
1448383049292;35.8
1448383049362;35.2
1448383049443;35.6
1448383049522;35.5
1448383049592;35.6
1448383049662;35.9
1448383049752;35.9
1448383049832;35.8
1448383049902;36.4
1448383049982;36.0
1448383050072;35.7
1448383050152;35.6
1448383050222;35.9
1448383050292;35.5
1448383050361;35.8
1448383050443;35.8
1448383050522;36.1
1448383050602;35.9
1448383050682;36.0
1448383050762;36.5
1448383050832;36.0
1448383050872;36.7
1448383050943;36.6
1448383051022;36.8
1448383051103;35.9
1448383051173;36.1
1448383051241;36.3
1448383051322;36.8
1448383051392;36.3
1448383051462;36.1
1448383051543;36.3
1448383051612;36.3
1448383051683;36.5
1448383051762;36.6
1448383051832;36.5
1448383051872;36.1
1448383051942;36.0
1448383052023;36.7
1448383052093;36.2
1448383052162;36.4
1448383052231;36.1
1448383052303;36.3
1448383052381;36.2
1448383052472;36.3
1448383052552;36.0
1448383052623;36.4
1448383052703;37.2
1448383052772;36.9
1448383052843;36.8
1448383052922;37.0
1448383053002;36.5
1448383053072;36.2
1448383053142;36.5
1448383053212;36.8
1448383053282;36.3
1448383053362;36.7
1448383053432;37.0
1448383053502;36.9
1448383053572;36.5
1448383053642;36.9
1448383053722;37.4
1448383053802;37.6
1448383053882;36.5
1448383053952;36.8
1448383054032;37.9
1448383054113;36.6
1448383054182;37.1
1448383054251;37.6
1448383054322;36.7
1448383054392;36.8
1448383054472;37.0
1448383054542;36.6
1448383054582;37.2
1448383054662;36.9
1448383054752;37.4
1448383054822;36.8
1448383054902;38.0
1448383054972;37.1
1448383055042;36.8
1448383055123;37.3
1448383055192;37.6
1448383055262;38.2
1448383055342;38.1
1448383055412;38.0
1448383055493;37.7
1448383055583;37.2
1448383055662;37.0
1448383055732;37.8
1448383055803;37.2
1448383055873;37.0
1448383055942;37.7
1448383055982;37.4
1448383056052;37.9
1448383056132;37.1
1448383056204;38.2
1448383056272;38.4
1448383056312;37.8
1448383056340;37.2
1448383056382;37.7
1448383056453;38.2
1448383056522;37.1
1448383056602;38.2
1448383056682;37.4
1448383056752;38.3
1448383056832;38.0
1448383056902;37.6
1448383056982;38.0
1448383057022;37.6
1448383057093;37.8
1448383057172;38.3
1448383057243;37.9
1448383057312;37.4
1448383057382;38.2
1448383057462;37.7
1448383057532;38.1
1448383057601;37.6
1448383057672;38.6
1448383057743;38.0
1448383057813;37.7
1448383057882;38.8
1448383057962;37.8
1448383058032;38.1
1448383058102;38.2
1448383058182;38.0
1448383058253;38.1
1448383058322;38.7
1448383058392;38.5
1448383058462;38.0
1448383058532;37.7
1448383058602;38.2
1448383058672;39.1
1448383058742;38.0
1448383058812;38.0
1448383058882;38.0
1448383058952;38.2
1448383059022;37.9
1448383059053;38.5
1448383059122;38.4
1448383059207;38.4
1448383059282;38.7
1448383059351;38.1
1448383059423;39.0
1448383059492;38.4
1448383059563;38.0
1448383059632;39.2
1448383059702;38.4
1448383059772;38.1
1448383059853;38.5
1448383059922;38.9
1448383059991;38.8
1448383060072;38.3
1448383060142;38.2
1448383060212;38.1
1448383060293;39.0
1448383060372;39.0
1448383060453;39.0
1448383060532;38.5
1448383060603;39.2
1448383060682;38.4
1448383060762;38.1
1448383060832;38.4
1448383060902;38.4
1448383060973;38.8
1448383061052;39.2
1448383061093;38.7
1448383061163;38.8
1448383061242;38.7
1448383061312;39.0
1448383061381;38.8
1448383061451;39.0
1448383061521;38.5
1448383061592;38.9
1448383061662;38.9
1448383061732;38.4
1448383061803;38.5
1448383061872;38.4
1448383061952;38.5
1448383062022;39.6
1448383062062;38.5
1448383062088;39.1
1448383062152;38.9
1448383062232;38.8
1448383062302;38.6
1448383062382;39.3
1448383062452;39.1
1448383062523;38.8
1448383062601;38.9
1448383062683;38.8
1448383062752;38.9
1448383062823;39.0
1448383062902;39.6
1448383062972;39.2
1448383063042;39.1
1448383063113;39.0
1448383063183;39.5
1448383063262;38.9
1448383063333;39.0
1448383063403;39.4
1448383063472;39.5
1448383063542;39.4
1448383063612;39.1
1448383063682;39.2
1448383063762;39.6
1448383063832;39.3
1448383063902;39.2
1448383063972;39.7
1448383064052;40.1
1448383064132;39.2
1448383064212;39.0
1448383064282;40.1
1448383064362;39.2
1448383064443;39.2
1448383064512;39.3
1448383064583;39.1
1448383064663;39.9
1448383064743;40.2
1448383064822;39.1
1448383064912;39.3
1448383064992;39.6
1448383065062;39.1
1448383065132;39.4
1448383065172;39.3
1448383065242;39.8
1448383065312;40.3
1448383065382;40.1
1448383065452;40.1
1448383065522;39.4
1448383065602;39.9
1448383065692;39.5
1448383065772;39.7
1448383065842;40.3
1448383065912;39.6
1448383065982;39.8
1448383066062;39.7
1448383066142;39.9
1448383066172;40.4
1448383066252;39.8
1448383066342;39.7
1448383066422;39.7
1448383066502;39.9
1448383066582;40.5
1448383066662;39.8
1448383066733;39.4
1448383066813;40.6
1448383066892;40.4
1448383066972;40.7
1448383067043;39.5
1448383067112;40.3
1448383067192;40.5
1448383067231;39.9
1448383067312;39.6
